event id	time of event (UTC)	dead time	decay time (ns)	1st chA height	1st chA position	1st chA integral	1st chB height	1st chB position	1st chB integral	1st chC height	1st chC position	1st chC integral	1st chD height	1st chD position	1st chD integral	2nd chA height	2nd chA position	2nd chA integral	2nd chB height	2nd chB position	2nd chB integral	2nd chC height	2nd chC position	2nd chC integral	2nd chD height	2nd chD position	2nd chD integral
61746	1748854132.9457269	0.01964839710444677	2952	312.02325	506	10227.121	217.31976	506	6624.397	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	261.11896	1244	8439.375	0.0	0	0.0	0.0	0	0.0
62960	1748854144.3537526	0.02100350058343059	174	707.98474	508	23082.6	527.86664	507	16748.04	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	313.82257	551	9821.266	0.0	0	0.0
64228	1748854156.4199	0.021396396396396344	4756	244.0176	507	7727.054	221.30292	505	6608.6353	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	679.1646	1695	20820.04	0.0	0	0.0	0.0	0	0.0
64285	1748854156.92606	0.021396396396396344	13733	160.03323	506	4922.9316	157.58798	503	4979.914	579.2169	506	18467.297	496.03223	504	16244.587	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	209.78409	3938	6306.763
65112	1748854164.5328465	0.020958083832335328	1832	312.02325	506	9903.208	424.351	504	13199.003	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	428.33417	963	13463.556	0.0	0	0.0	0.0	0	0.0
65151	1748854164.9236264	0.020958083832335328	3702	496.00146	508	16623.549	233.23697	506	7198.816	218.75	508	6936.069	146.17679	508	4382.276	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	130.27496	1433	3890.8694
65233	1748854165.7488215	0.01978239366963408	820	360.02094	508	11563.378	551.7501	506	16859.545	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	292.96875	712	9198.758	0.0	0	0.0	0.0	0	0.0
65236	1748854165.7791514	0.01978239366963408	6031	276.02118	507	8618.853	687.1309	506	21988.166	226.67017	507	6835.754	249.55402	505	7609.2524	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	58.716766	2014	1616.4797
65312	1748854166.5441854	0.020470829068577223	2262	320.0203	507	10855.269	253.15268	506	7950.6494	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	173.52054	1072	4914.9067	0.0	0	0.0	0.0	0	0.0
65491	1748854168.1938145	0.020785219399538146	11858	344.01144	507	11427.089	257.13583	506	7745.7397	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	60.28543	3471	1721.8108	0.0	0	0.0
65517	1748854168.4237459	0.020224719101123556	8600	1000.0	510	35870.46	348.70203	508	11607.653	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	109.8056	2659	3540.663	0.0	0	0.0	0.0	0	0.0
66038	1748854173.254443	0.01602262016965128	354	408.0186	508	13355.131	531.8498	507	26255.332	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	298.6128	596	9880.033	0.0	0	0.0	0.0	0	0.0
66889	1748854181.1271148	0.019587628865979423	1812	212.02942	506	6650.8354	205.37033	506	6676.1807	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	777.2976	959	24641.254	0.0	0	0.0
67402	1748854185.8230867	0.021158129175946505	9119	184.02435	506	6183.039	129.72134	505	3558.641	171.21371	506	5213.829	142.20905	504	4210.738	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	62.69992	2785	1643.4236
68273	1748854194.5794709	0.021406727828746197	2348	160.03323	506	4970.7153	189.43774	504	6150.4062	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	238.55807	1092	7568.16	0.0	0	0.0
70361	1748854213.7976694	0.025959367945823875	12042	228.0235	507	7678.995	177.5037	506	5552.657	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	523.76044	3517	17391.252	0.0	0	0.0
71018	1748854219.736412	0.017045454545454586	4863	164.03174	505	5242.8467	185.46997	505	5843.965	175.1661	507	5912.234	146.17679	504	4479.5464	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	74.61859	1721	1850.747
71779	1748854226.6300638	0.016037735849056656	1100	436.00824	508	14403.222	288.9856	506	8903.914	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	64.253204	782	1490.8346	0.0	0	0.0
72915	1748854237.072376	0.01593959731543626	3194	260.02707	508	8211.015	165.55426	507	5394.3755	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	225.28604	1306	7590.5483	0.0	0	0.0	0.0	0	0.0
73496	1748854242.6956398	0.020361990950226283	1218	308.02472	507	9931.287	647.3148	506	21073.883	0.0	0	0.0	0.0	0	0.0	336.0144	812	10735.083	137.68762	810	4356.2656	0.0	0	0.0	0.0	0	0.0
74459	1748854251.5794368	0.018595041322314043	1365	220.02646	507	6950.955	213.33661	505	6686.978	400.97504	506	12546.29	500.0	505	16073.065	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	126.30722	847	4181.732
74562	1748854252.5516806	0.02051835853131745	2070	328.01733	507	10150.868	611.48193	506	19517.152	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	89.90527	1024	3184.2117	0.0	0	0.0	0.0	0	0.0
74865	1748854255.3883219	0.022497187851518552	2355	232.02203	507	7375.091	121.755035	505	4052.9504	432.67102	507	13539.245	507.9509	506	16389.52	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	241.5877	1095	7395.487
75213	1748854258.7419844	0.02405498281786944	1405	248.0315	509	8287.201	237.2201	506	7282.7246	329.6629	508	10498.153	611.31274	508	19916.006	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	114.37317	859	3491.2014
75496	1748854261.316562	0.02296211251435132	1786	240.01907	506	7490.8335	292.96875	505	9582.709	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	253.15268	952	8248.032	0.0	0	0.0	0.0	0	0.0
75536	1748854261.676128	0.019977802441731418	9716	148.03766	506	4650.7705	245.18639	504	8038.8613	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	408.89517	2935	13035.201	496.03223	2933	15751.598
75944	1748854265.6092741	0.019095477386934623	810	276.02118	507	8386.923	269.0699	503	8685.964	385.1347	507	12810.27	539.7546	505	17914.58	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	511.91867	708	16463.152
76141	1748854267.4995184	0.018404907975460127	1902	196.03531	505	5914.7236	241.20325	504	7832.89	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	353.43872	981	10792.612	213.76721	979	6409.2017
76901	1748854274.2384355	0.01884816753926699	3415	240.01907	506	6914.9077	209.35345	504	6651.989	183.10162	505	6046.107	181.9636	504	5265.5195	0.0	0	0.0	0.0	0	0.0	187.05402	1360	5745.5107	126.30722	1357	3714.119
77679	1748854281.9083414	0.019027484143763207	5922	132.02817	503	3890.58	181.48685	502	5421.2134	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	58.05548	1983	1739.2197	0.0	0	0.0	0.0	0	0.0
78763	1748854291.6851032	0.016744186046511622	372	216.02792	506	6910.9854	191.11404	504	5898.7456	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	304.9028	598	15486.359	0.0	0	0.0	0.0	0	0.0
79735	1748854300.5803342	0.021151586368977626	4498	344.01144	508	11015.239	288.9856	505	8966.613	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	226.67017	1631	6657.543	0.0	0	0.0
79801	1748854301.1421273	0.017307692307692357	6501	240.01907	506	7450.8027	316.85223	506	9942.741	198.94193	508	6124.4775	122.324066	505	3564.851	156.0347	2132	4966.854	113.78876	2131	3467.0745	218.75	2132	6494.586	325.07996	2131	10352.794
80478	1748854307.9665003	0.016071428571428625	5178	316.0218	506	9483.007	213.33661	505	6709.8457	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	111.78949	1800	3481.0347	0.0	0	0.0
80741	1748854310.8967452	0.019328585961342792	11126	268.0241	508	9307.262	288.9856	505	9240.693	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	119.709656	3288	3498.582	0.0	0	0.0
80846	1748854311.9632523	0.016997167138810165	527	172.02878	506	5470.931	157.58798	506	5206.846	400.97504	507	12956.243	356.8836	504	11282.45	0.0	0	0.0	0.0	0	0.0	114.88068	639	3733.2188	98.471344	636	3053.009
80856	1748854312.069152	0.016997167138810165	5577	208.03088	506	6199.1387	273.05304	504	8304.101	294.01453	508	9309.67	162.07861	509	5000.6777	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	122.324066	1901	4006.4421
81196	1748854315.6122744	0.016028495102404228	1892	292.01526	508	9282.929	372.6009	506	11480.524	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	225.28604	980	6627.66	0.0	0	0.0	0.0	0	0.0
81815	1748854321.7576528	0.019088016967126142	4238	392.0091	508	12523.112	165.55426	507	4779.5405	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	80.093506	1567	2411.8604	0.0	0	0.0
82164	1748854324.989234	0.02066590126291623	3026	308.02472	507	9447.066	225.28604	506	7479.205	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	424.73547	1264	13490.186	154.12772	1262	4618.727
82292	1748854326.0686548	0.020457280385078214	690	360.02094	508	11578.983	205.37033	506	6182.561	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	99.90158	681	3137.254	98.471344	678	2659.6313
82794	1748854330.848203	0.018200202224469164	8698	204.03235	506	6815.3115	149.62167	507	4673.0103	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	93.8884	2681	2853.225	0.0	0	0.0	0.0	0	0.0
83821	1748854340.4632409	0.015424164524421635	4396	392.0091	508	12627.123	177.5037	506	5396.022	202.9097	507	5927.3184	356.8836	507	11615.511	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	62.69992	1606	1634.7954
83917	1748854341.552884	0.021582733812949617	4996	428.0112	508	14079.249	555.7333	506	17522.986	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	181.48685	1756	6072.1567	0.0	0	0.0	0.0	0	0.0
84035	1748854342.6921673	0.019027484143763207	1412	252.03001	508	7943.096	269.0699	506	8144.159	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	141.67078	860	4352.084	0.0	0	0.0	0.0	0	0.0
84072	1748854343.0421872	0.019027484143763207	1684	228.0235	506	7243.0015	157.58798	506	4895.635	353.43872	507	11411.019	619.2637	505	19638.922	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	233.63681	927	7560.317
84842	1748854350.2963724	0.01642512077294689	9592	448.0038	508	14867.222	237.2201	506	7369.3535	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	109.8056	2905	3386.0117	0.0	0	0.0	0.0	0	0.0
84848	1748854350.3584723	0.01642512077294689	6858	388.0106	509	12555.043	245.18639	506	7261.333	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	84.06128	2222	2634.2246	0.0	0	0.0
85223	1748854354.107264	0.01658536585365855	3422	328.01733	508	10162.987	213.33661	505	7019.6216	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	68.22098	1362	2283.7856	0.0	0	0.0
85674	1748854358.4193015	0.020310633213859064	11798	160.03323	505	4986.7554	316.85223	504	10502.74	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	288.9856	3454	8688.577	0.0	0	0.0	0.0	0	0.0
85763	1748854359.1722593	0.020023557126030656	900	292.01526	508	9407.007	205.37033	506	6212.491	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	81.938965	732	2488.2063	0.0	0	0.0	0.0	0	0.0
87407	1748854374.2450442	0.0199530516431925	182	192.0214	506	6114.787	269.0699	505	8023.344	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	151.40564	551	4683.5005	0.0	0	0.0
87999	1748854379.6032495	0.020642201834862428	4337	160.03323	506	4870.782	173.52054	505	5692.82	119.709656	507	3506.502	185.93134	505	5713.1997	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	185.93134	1590	5653.53
88625	1748854385.52725	0.019000000000000017	6615	204.03235	506	6082.7983	165.55426	502	5318.911	210.82983	506	6556.148	189.91449	503	5884.1353	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	82.56952	2158	1961.1368
88794	1748854387.1034505	0.023945267958951022	1387	136.0267	506	4258.702	145.6539	503	4730.251	404.92743	505	12928.243	269.42358	503	8408.369	0.0	0	0.0	0.0	0	0.0	282.1266	853	9165.4	114.37317	849	3552.0403
89836	1748854396.6713822	0.022471910112359605	5318	240.01907	507	8075.2017	591.56616	506	18780.086	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	245.18639	1836	7638.409	0.0	0	0.0	0.0	0	0.0
89989	1748854398.148277	0.020588235294117685	3792	296.02917	508	8894.952	129.72134	508	4466.565	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	50.089203	1456	1407.4807	0.0	0	0.0	0.0	0	0.0
90438	1748854402.2219336	0.02305825242718451	1424	292.01526	507	9575.345	237.2201	506	8005.197	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	175.1661	863	5403.4663	66.667694	862	1790.5076
91710	1748854414.4291272	0.019387755102040827	5126	364.01944	508	11607.103	392.50122	505	11825.728	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	381.16696	1788	12441.865	0.0	0	0.0
92263	1748854419.8524816	0.01846452866861026	2620	188.02289	505	5702.801	201.38718	505	6284.816	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	218.75	1160	7115.696	0.0	0	0.0
92713	1748854424.1746075	0.02587322121604141	5622	300.02768	507	9387.106	185.46997	506	6156.1855	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	66.02179	1912	2648.6868	0.0	0	0.0	0.0	0	0.0
93375	1748854430.511685	0.018909899888765347	664	360.02094	508	11819.284	304.9028	507	9688.563	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	329.6629	674	11600.653	213.76721	673	6275.0073
93891	1748854435.2251139	0.029562982005141403	2184	128.02966	504	3906.5894	165.55426	504	4867.7524	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	113.78876	1050	3588.4456	0.0	0	0.0	0.0	0	0.0
94610	1748854442.0231283	0.018482490272373586	1694	220.02646	506	6810.854	209.35345	505	6494.43	349.47095	506	11123.03	519.86957	505	16887.111	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	213.76721	929	6149.6523
94997	1748854445.6736019	0.022222222222222254	10734	252.03001	507	7635.0107	197.40402	505	6414.415	187.05402	508	5417.2153	162.07861	506	4536.1567	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	94.50357	3190	3034.0315
95543	1748854451.0053535	0.022304832713754608	6430	376.015	507	11587.244	599.5325	506	18869.092	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	177.5037	2114	5906.218	0.0	0	0.0	0.0	0	0.0
96205	1748854457.2768652	0.022222222222222254	14862	164.03174	505	5086.917	165.55426	506	5320.2793	135.56534	506	4093.6855	177.98044	505	5548.3984	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	59.639496	4221	1920.9828
96425	1748854459.3292809	0.02187902187902191	3536	344.01144	508	11163.244	149.62167	505	4868.692	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	591.1048	1391	18732.814	432.42496	1390	13204.785
98061	1748854474.9721746	0.017671517671517645	2984	272.02264	508	8787.101	587.58307	506	18354.873	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	125.73819	1253	3633.659	0.0	0	0.0	0.0	0	0.0
99346	1748854486.9170632	0.0174717368961973	1424	268.0241	507	8643.185	265.08673	505	8414.83	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	76.14111	862	2321.295	0.0	0	0.0
100037	1748854493.0754945	0.020898641588296796	2042	332.01587	508	10511.366	384.53494	505	12023.93	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	117.77191	1017	3779.1443	0.0	0	0.0	0.0	0	0.0
100219	1748854494.9126492	0.017681728880157177	1341	236.02054	506	7363.05	137.68762	502	4160.7417	171.21371	506	5132.89	170.02954	505	5293.9243	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	82.56952	840	2505.8115
100244	1748854495.1671493	0.017681728880157177	636	480.0074	508	15531.082	501.66092	507	16205.94	0.0	0	0.0	0.0	0	0.0	288.01672	668	9511.044	643.33167	665	20425.057	0.0	0	0.0	0.0	0	0.0
100517	1748854497.8621185	0.020735155513666337	808	212.02942	506	6538.891	117.77191	506	3836.5684	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	151.40564	708	4994.2017	0.0	0	0.0
101657	1748854508.652754	0.02211874272409775	1550	555.9947	509	18646.963	324.81854	508	10318.683	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	396.48438	896	12634.886	0.0	0	0.0	0.0	0	0.0
102023	1748854512.1343143	0.02432778489116516	1886	416.01562	508	12919.199	261.11896	507	8234.004	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	288.9856	979	9207.569	0.0	0	0.0	0.0	0	0.0
102053	1748854512.3686144	0.02432778489116516	658	312.02325	506	9835.295	344.71887	505	10926.18	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	282.69562	670	9473.885	0.0	0	0.0	0.0	0	0.0
102319	1748854514.9214647	0.02491103202846978	474	188.02289	506	6083.228	189.43774	505	5843.2563	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	143.34705	624	5150.111	0.0	0	0.0	0.0	0	0.0
102834	1748854519.9290905	0.020588235294117685	187	256.02856	507	8331.002	372.6009	505	15795.709	282.1266	507	15587.628	309.17816	504	12828.181	0.0	0	0.0	99.54788	551	5961.8115	178.25725	554	8273.528	75.54135	553	4673.509
102883	1748854520.4288905	0.020588235294117685	1492	204.03235	507	6626.952	316.85223	505	10261.752	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	95.94919	879	2805.8374	0.0	0	0.0
103277	1748854523.8973897	0.020408163265306145	2460	292.01526	508	9567.5625	643.33167	506	19973.303	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	277.0362	1122	8399.65	0.0	0	0.0	0.0	0	0.0
103470	1748854525.811409	0.017383348581884728	5156	224.02496	506	6851.0835	269.0699	506	8300.12	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	165.55426	1795	4977.559	0.0	0	0.0	0.0	0	0.0
103895	1748854530.0924814	0.020449897750511203	1204	336.0144	508	11695.314	802.59595	505	24765.303	0.0	0	0.0	0.0	0	0.0	380.01355	809	12235.267	105.83783	806	3715.8599	0.0	0	0.0	0.0	0	0.0
105369	1748854543.5685217	0.01851851851851849	12500	244.0176	508	7619.14	129.72134	506	4253.198	115.75726	506	3225.7598	197.86542	506	6328.864	0.0	0	0.0	0.0	0	0.0	52.365295	3632	1298.9517	126.30722	3631	3420.5508
105510	1748854544.9427722	0.02195121951219514	250	316.0218	507	10010.966	261.11896	506	8668.676	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	131.59756	569	3855.0967	0.0	0	0.0
106436	1748854553.440315	0.016393442622950838	4296	272.02264	507	8403.114	237.2201	506	7079.046	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	781.25	1582	25434.34	571.5582	1579	18986.088
106772	1748854556.6030753	0.022031823745410017	12830	188.02289	506	5802.7173	221.30292	503	6781.4023	171.21371	505	5337.5215	158.11084	504	4922.108	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	193.88226	3712	5784.8037
107060	1748854559.3536465	0.0165369649805448	7433	128.02966	505	4454.782	133.70447	505	3999.5547	428.70325	505	12694.1455	647.08417	504	20805.916	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	933.3323	2363	30765.482
107418	1748854562.9041884	0.01741803278688525	13254	164.03174	506	4810.9707	129.72134	505	4313.5903	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	93.8884	3819	2710.9702	0.0	0	0.0	0.0	0	0.0
107863	1748854567.1716526	0.01857923497267755	3947	212.02942	507	6206.8457	177.5037	504	5622.538	373.2468	507	11833.169	392.6704	505	11912.709	0.0	0	0.0	0.0	0	0.0	404.92743	1493	12677.78	62.69992	1492	1723.8398
107918	1748854567.6927786	0.019685039370078705	1010	216.02792	506	6542.8447	165.55426	505	4945.0796	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	919.9065	758	29803.63	0.0	0	0.0
108242	1748854570.5805752	0.027638190954773822	2240	236.02054	507	7315.0366	137.68762	505	4372.154	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	781.25	1067	25982.754	317.12906	1065	9742.094
108429	1748854572.2281141	0.0201271186440678	9952	252.03001	507	8207.061	117.77191	507	3547.906	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	52.365295	2995	1247.417	0.0	0	0.0
108766	1748854575.2378597	0.02183908045977012	1084	268.0241	508	8359.055	213.33661	506	6505.121	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	129.72134	778	3845.551	0.0	0	0.0	0.0	0	0.0
109007	1748854577.4517937	0.01969365426695846	1548	360.02094	508	10823.082	229.25381	505	7376.537	0.0	0	0.0	0.0	0	0.0	284.0182	893	9255.033	241.20325	894	7432.4062	0.0	0	0.0	0.0	0	0.0
110322	1748854590.1421673	0.019459459459459483	242	304.02618	507	9547.015	281.01932	506	10378.3125	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	55.748657	567	2721.8428	0.0	0	0.0	0.0	0	0.0
110993	1748854596.2930758	0.01831129196337744	1380	156.0347	506	5250.8135	157.58798	504	5315.235	317.79034	506	10187.933	225.68591	506	7210.509	0.0	0	0.0	0.0	0	0.0	68.22098	852	1750.0463	54.749023	849	1236.0359
111303	1748854599.089706	0.019771071800208095	774	452.0177	507	14579.328	699.06494	506	21944.766	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	179.13385	700	5480.6094	0.0	0	0.0
111712	1748854603.1061594	0.019629225736095934	804	224.02496	506	6947.018	245.18639	505	7208.538	0.0	0	0.0	0.0	0	0.0	96.04147	708	2694.5295	191.11404	705	5626.5835	0.0	0	0.0	0.0	0	0.0
111726	1748854603.2345395	0.019629225736095934	5818	971.96423	510	32254.56	392.50122	509	13062.343	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	72.17334	1964	1943.2516	0.0	0	0.0
112031	1748854606.138615	0.01943844492440605	1929	276.02118	508	9279.58	157.58798	506	4672.0103	353.43872	507	11760.965	985.0055	507	30458.188	0.0	0	0.0	145.6539	988	4976.5903	159.32578	991	5078.2637	233.63681	989	7381.72
112484	1748854610.428409	0.02060737527114964	2482	452.0177	509	15275.118	308.88596	508	9930.15	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	1000.0	1129	40747.51	0.0	0	0.0	0.0	0	0.0
112539	1748854610.877105	0.02473958333333337	1012	184.02435	508	5630.888	113.78876	506	3740.3582	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	109.8056	760	3267.364	0.0	0	0.0	0.0	0	0.0
113946	1748854623.720883	0.027431421446383997	4612	164.03174	506	5218.962	245.18639	504	7138.823	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	80.093506	1658	2561.5737	0.0	0	0.0
114096	1748854624.9360054	0.023341523341523396	1140	244.0176	507	7987.494	416.4001	505	12327.684	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	117.77191	791	3602.6401	0.0	0	0.0	0.0	0	0.0
115293	1748854635.8659084	0.0201271186440678	12048	472.01035	508	15759.214	121.755035	508	3960.9534	0.0	0	0.0	0.0	0	0.0	128.02966	3521	3842.582	121.755035	3519	3766.7175	0.0	0	0.0	0.0	0	0.0
116207	1748854644.827397	0.02032085561497321	466	300.02768	506	9335.031	500.0	505	15361.898	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	242.51047	622	7738.851	0.0	0	0.0
116628	1748854648.8973255	0.021428571428571463	412	380.01355	508	12475.116	133.70447	506	4012.4565	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	51.765503	610	1093.5037	0.0	0	0.0	0.0	0	0.0
117806	1748854659.4974263	0.020148462354188768	3860	240.01907	507	7298.98	316.85223	505	10041.367	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	193.4209	1471	5828.2466	0.0	0	0.0	0.0	0	0.0
118518	1748854666.0709484	0.018830525272547027	468	316.0218	507	10223.304	477.79282	507	15565.255	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	802.59595	624	25819.383	0.0	0	0.0	0.0	0	0.0
118766	1748854668.4720435	0.018830525272547027	530	276.02118	507	8871.055	161.5711	505	4873.044	301.9347	508	9550.968	456.27768	506	14274.221	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	293.2763	639	9392.545
120192	1748854682.1622138	0.021810250817884458	4485	136.0267	505	4134.674	117.77191	505	3916.4646	187.05402	505	5806.64	142.20905	504	4106.251	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	531.80365	1626	16473.271
121414	1748854694.039113	0.02021276595744681	150	352.02386	507	11327.063	237.2201	506	11037.305	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	83.615295	544	5404.8813	0.0	0	0.0	0.0	0	0.0
121641	1748854696.3544173	0.021276595744680882	12090	140.0252	506	4894.8804	117.77191	506	3766.1033	183.10162	506	5580.355	189.91449	504	5810.8105	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	58.716766	3528	1670.0135
122232	1748854701.6365037	0.026615969581749055	1342	196.03531	507	6010.871	802.59595	506	24552.889	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	241.20325	842	7514.7627	0.0	0	0.0	0.0	0	0.0
122386	1748854702.9978256	0.019791666666666652	322	360.02094	507	11323.173	364.63458	506	16400.621	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	147.31485	587	6010.0093	0.0	0	0.0	0.0	0	0.0
124017	1748854718.2933269	0.02155172413793105	3584	312.02325	507	10019.273	432.3173	507	13868.79	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	157.58798	1403	4644.206	0.0	0	0.0	0.0	0	0.0
124248	1748854720.5070095	0.022727272727272707	4994	312.02325	507	9739.175	304.9028	506	9435.099	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	159.32578	1756	5137.241	225.68591	1754	7013.519
124450	1748854722.3216593	0.026548672566371723	128	280.01968	507	9151.41	189.43774	505	9207.582	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	75.64902	538	5313.653	0.0	0	0.0	0.0	0	0.0
124695	1748854724.420167	0.021321961620469065	596	252.03001	507	8287.523	241.20325	505	7369.1235	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	245.18639	655	8122.537	0.0	0	0.0	0.0	0	0.0
126163	1748854738.0612078	0.019027484143763207	126	356.0224	507	11407.095	444.26672	506	21866.252	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	230.93011	538	12397.5	0.0	0	0.0	0.0	0	0.0
126579	1748854741.8558984	0.020140986908358527	376	419.96802	507	13594.858	420.38324	506	21528.928	0.0	0	0.0	0.0	0	0.0	507.99704	602	31054.084	258.79675	599	8648.664	0.0	0	0.0	0.0	0	0.0
